评论者昵称,评论者id,性别,地区,评论内容,评论时间,评论等级
水影寒,871b97cce07cfdb50ba09c7712de3f7f,未知,江苏,<p>小红书搜菜谱倒是挺不错，之前做饭都是去那搜菜谱[飙泪笑]</p>,2024-01-16 07:42:47,父级评论
千夜琉璃忆江南,80cfe10ce525947036131531f88a4add,男,上海,<p>有啥用?你能摸到还是能睡到？</p>,2024-01-16 09:42:59,父级评论
德州农场主科比,a0a0fa751be7130308a2dec0c3fff360,未知,江西,<p>细说女菩萨</p>,2024-01-16 08:24:07,父级评论
云宽,7102d84a855596659ccf8622a042be43,男,四川,<p>都是些被P的一模一样的脸型，还有就是垫大欺客的罩杯，有啥看头。看这不然看AI生成的图片视频。</p>,2024-01-16 02:32:00,父级评论
旅客,473da95a34dce1e629a33a2012b4cee0,未知,新加坡,hh,2024-01-15 19:07:32,父级评论
Nino,bda747a182cdafe45670bde192529360,女,江苏,ootd是什么,2024-01-15 13:10:08,父级评论
Poker,97c9f94976a95d8925030c3d532b3d9a,男,广东,<p>我的收藏夹里存了大概1000张比基尼女菩萨[为难]</p>,2024-01-15 09:55:41,父级评论
王企鹅,c29c3f96dd5380bf1739ddf9b42cc5ed,男,湖北,正确的，这就是为什么我小红书号都被封了也舍不得注册个新号。关注的女菩萨太多了，号都养好了。[思考],2024-01-15 12:54:18,父级评论
峡谷佛波了,eeb2b738eb27f1df7e860094c212abd7,未知,陕西,<p>OODD是啥？</p><p></p>,2024-01-15 02:55:20,父级评论
十万只为什么,d8e9fd85a33a8ecbeeec2e7dc7d12233,未知,广东,内存不够用，一逛逛几小时，浪费时间[大笑][大笑],2024-01-15 04:56:57,父级评论
取什么名字好呢,4017e4104d8b9a006e4ff0990440d6fb,男,湖北,还不如ai画图呢。,2024-01-15 02:41:42,父级评论
十万只为什么,d8e9fd85a33a8ecbeeec2e7dc7d12233,未知,广东,内存不够用，一进去，就逛几小时，浪费时间[大笑][大笑],2024-01-15 04:56:31,父级评论
十万只为什么,d8e9fd85a33a8ecbeeec2e7dc7d12233,未知,广东,内存不够用，一上逛几小时，浪费时间[大笑][大笑],2024-01-15 04:55:55,父级评论
半斤五两,1abb46fda7d3f160245b02f0e002810e,男,宁夏,哦哦太多？,2024-01-13 11:09:03,父级评论
茕茕白兔,43aca3649ebc139f44d160ce9d33b50d,未知,上海,<p>OOTD什么东西？</p>,2024-01-13 12:19:16,父级评论
凪卄,0ccfd91f40b1833fd1de45d6ebd390bb,女,陕西,谢了，我这就是下载,2024-01-13 15:43:58,父级评论
胡某人,ac9a5a11c4d244a263bb4962dddd9b8e,未知,广东,<p>有推谁看那玩意儿</p>,2024-01-13 15:03:52,父级评论
洛迦山大黄鸭,467a2eeeceb24b0eb27406cc2f6c43ce,男,广东,你可能分不清哪个是真身,2024-01-11 03:32:17,父级评论
阿尔忒迷斯,305bfb7fdc6a0e327cf39fd88ba29e47,女,北京,<p>OOTD 每日穿搭吧</p>,2024-01-10 07:57:25,父级评论
生煎馒头,b671df025d07bf73b9b5a988b8dfb9eb,未知,浙江,<p>OOTD是什么？</p>,2024-01-10 03:48:42,父级评论
鸡排饭加个蛋,96d4d0028ed82cbc87bb88871619ece9,男,湖北,ootd是啥？,2024-01-09 16:06:05,父级评论
momo,de7721be8f03de52d9e07203743be1e1,女,北京,<p>眼睛享福，牛牛受苦[滑稽]</p>,2024-01-09 07:02:52,父级评论
儒敏,a346c7bb9adc7f3e625ab13fbbc353da,男,江西,ootd什么意思，细嗦,2024-01-09 12:44:33,父级评论
小小的天,ecd2cbc1f0a53fa36ed6638c5100bdc4,未知,北京,<p>什么是OOTD?[吃瓜]</p>,2024-01-09 11:48:47,父级评论
DonJuan,a8c4a739e1102e96783c949061f48af2,男,安徽,OOTD啥意思？,2024-01-09 07:57:16,父级评论
喵弥撒,c973c63dfa7c1063082958e9313e855a,男,湖北,<p>女菩萨还是推特好，小红书只能算是丐版</p>,2024-01-08 09:03:37,父级评论
淤泥,cb66a9548be4ae3f15ac868dfbfdd988,未知,山西,真别拿小红当书看吧[思考],2024-01-08 14:22:35,父级评论
手麻了电的,b2baac2deba3f5918b362980871cac1a,男,四川,<p>[发呆]尺度不如pdd</p>,2024-01-08 15:18:51,父级评论
云泽,0a8520bc2fe2e98c3ccb8c8a74df7389,男,上海,<p>还不如看AI图[吃瓜]</p>,2024-01-08 04:36:31,父级评论
豆沙馅的小包子,74618b81286be74fc0eca23bc2d0360f,男,辽宁,<p>OOTD是啥？[发呆]</p>,2024-01-08 11:07:22,父级评论
买西瓜,8a227289fb2c7bf707eddb6e95f0fae8,未知,广东,<p>虾头[酷]</p>,2024-01-08 03:47:22,父级评论
获嘉尊尼,0bc833b1689a7578dc7c2a2a86c4d73a,未知,美国,OTTO啥意思呀,2024-01-05 20:15:31,父级评论
老公,8dd846658e3bfb282ad6077adb2144f7,男,江西,<p>OOTD是啥？</p>,2024-01-06 03:58:27,父级评论
烦恼诗集,e3515999c603e9a1940a6aeae52510e9,未知,法国,斯哈斯哈,2024-01-05 20:53:16,父级评论
知乎用户ONZHBM,3f61094d54f071226a1a9314b7ab9364,女,江苏,没意思~……,2024-01-06 08:06:28,父级评论
wsqwg,2776840bdae14dc552897d021834f543,未知,江苏,<p>都是肉身菩萨</p>,2024-01-06 01:50:59,父级评论
handsome苏,b45ef6f36a016bb54a2b7f6ba08acf76,男,福建,我还以为OOTD是象形字,2024-01-05 11:06:01,父级评论
aka,7de596162a43168a6e41c0187760c912,未知,浙江,我喜欢夏天  冬天ootd没啥劲呢,2024-01-05 20:59:23,父级评论
徐小玖玖,bd43bf64ed0c6f3079b1d71d9254aaf4,男,广东,<p>不不不  这个还得是微博，好家伙 从打开群消息开始到关闭界面  硬是没软过[惊喜]</p>,2024-01-06 05:29:54,父级评论
何必,7423b404c4d2c872f6ae3431bc0cfb79,未知,重庆,<p>啥玩意</p><p></p>,2024-01-22 09:56:30,子级评论
无用,4d8b6b25c794cc6001b333a81df4addd,男,重庆,不懂就问，啥是 OOTD？,2024-01-05 10:12:49,父级评论
佛祖保佑我,ae4c77c99aed88c699b8000294d2cd46,女,浙江,<p>你也没吃过什么好菜[机智]</p>,2024-01-05 08:41:06,父级评论
猛虎上山打岳飞,0f7b87a9be232b90e89dbbebd4fd04ed,未知,江苏,我一直以为ootd是羞色的意思[doge],2024-01-05 12:44:01,父级评论
vt018,c804f788acf9c56cc1e5b52955e97487,未知,安徽,<p>还是看b站上的男菩萨分享OTTO吧</p>,2024-01-05 09:49:13,父级评论
Oris,cbdb59da97d3551a3b9c5e710ebf0941,男,湖北,<p>OOTD是什么</p>,2024-01-05 09:08:38,父级评论
目瞪骨呆,1139c7ea2e1b57aa1e5af7f623d7b5d6,男,广西,还不如玩黄油[调皮],2024-01-05 08:28:32,父级评论
Tyrion Yan,26ebc66e089b317c48a0572bf399ca9c,男,山东,嗷嗷脱掉,2024-01-05 07:19:22,父级评论
在江门打螺的日子,8016c005c60b3ff8b7852474e3b6c4db,男,广东,看不到呀,2024-01-05 06:40:21,父级评论
晁铭,c44a2275c601eb79b88af725dee71622,男,四川,<p>ootd是什么意思</p>,2024-01-05 06:39:22,父级评论
阿伯,0b1ff8354e9f68f6502005b2fe881fb4,男,湖北,<p>俺读书少，请问OOTD是啥？</p>,2024-01-05 05:49:42,父级评论
勤劳的土豆,32c1b13b43a6768ffdd24950ddcef2d6,未知,北京,哦哦土豆,2024-01-05 10:25:16,父级评论
其实我不爱学习,c41aa0f454e0354bffb6d27b95a61656,男,四川,还不如自己本地搭AI跑，啥风格没有[酷],2024-01-05 08:01:14,父级评论
小强,0a16aac9b95f8db2274c9d1fc56bb1ec,未知,北京,<p>还以为是个啥违禁词</p><p></p>,2024-01-05 08:41:34,父级评论
啤9,7d65b4a187b5d198a67a09f0ee544397,未知,江苏,<p>卸了吧   夸师傅才是哥</p>,2024-01-05 05:57:09,父级评论
宇宙区长孙连成,0ff8bcd041a220b4de6d89e4172bbeaf,男,上海,<p>宝宝辅食[滑稽]</p>,2024-01-05 05:01:16,父级评论
我啊我啊,9d44a4a6099341eba0d5b3e9a2e7fbf1,未知,上海,都是食物啊[捂脸],2024-01-23 02:10:57,子级评论
XXWZ,cc784124f6e05fabfccdea82e43ff11e,未知,浙江,<p>不如推菩萨</p>,2024-01-05 08:42:32,父级评论
空雨,86b413acbd3b479738ebf7e01adc4976,男,河北,<p>[飙泪笑]</p>,2024-01-05 04:46:17,父级评论
叶落,99729c833e8c4a5d1a617ba3a6db3885,女,上海,<p>#宝宝辅食</p>,2024-01-05 08:18:14,父级评论
八百云罗紫,16f6b736e2c91b0f40e085fd2a71c1a9,未知,贵州,<p>可是菩萨她啊，不一定是女的呢</p>,2024-01-04 20:42:30,父级评论
马大花,75a5e048bb8a5d784a08e535c7a5ac3b,男,安徽,<p>OOTD</p>,2024-01-05 08:27:04,父级评论
他是xiaoxi,a8a7a9c1de41fec74803230272e3469f,未知,天津,<p>小红书最垃圾了 封了我两个号 还不让注销[害羞]</p>,2024-01-05 04:36:01,父级评论
扒衣姥爷,f1980510925d8dfddb0a548bc46ebcd8,男,北京,<p>都是擦边有什么好看的，还得是推</p>,2024-01-05 02:42:43,父级评论
要啥自行车,b1224a4c5dde6e4d15f466b17944381c,男,辽宁,什么每日大赛[惊喜],2024-01-05 02:50:16,子级评论
冷雨,52490c26c35656aa48b4a0b42274418a,未知,四川,求求图和推荐的姐姐[赞同],2024-01-05 06:24:54,父级评论
陈墨瞳,53df30c1c657bcaddbb39f93b7c14b88,女,湖北,<p>OOTD是啥？</p>,2024-01-05 03:55:57,父级评论
wbxzz,e209ff0422cf48a456129fdd03f39b39,女,上海,<p>不如X和IG一根，傻子才装</p>,2024-01-05 05:18:44,父级评论
思禽饮霜i,7e19d6a891879310c63f2e3831e66de6,未知,安徽,听说这里教英语,2024-01-05 09:17:57,父级评论
归乡者,652eadc3ab9e5ea017f9be74be03ddf5,男,江西,<p>靓！OTTD！[惊喜]</p>,2024-01-05 08:26:18,父级评论
你说的对,78b1f66d14d37937713d0e0254a35cff,男,北京,<p>发了几个苹果手表的帖子，表盘表带或者有设置问题不懂的发帖求助的那种。然后在别人评论区评论了一下，被人身攻击 整天发个破电子手表的，就别在这说话了。。。[捂脸]实在没听懂两者的区别是什么</p>,2024-01-05 04:09:38,父级评论
湛卢,d38573b683d19655cc8fe0bb864f1030,男,浙江,小红书占空间啊 一下几g,2024-01-04 13:55:59,父级评论
光北律所高然,9c07b5675e1030f2df6d2c1bb4488b27,男,山西,ootd啥意思,2024-01-05 05:10:25,父级评论
手持黄灯普渡众生,33bd496449da149058074e0e4ff7532e,女,广东,哪些小红书账号值得关注呢？,2024-01-05 04:48:34,父级评论
kankan,d2d20d7af47a6114b064a18cfd80bbac,未知,河南,我不信，除非你把id发出来,2024-01-04 12:51:13,父级评论
袁青青,ccc2cb30351efd6d4f8a4c4bf4c6f0d9,未知,江苏,<p>ootd又是什么，难道我老了</p>,2024-01-05 05:59:50,父级评论
咦喂,4fd4bdd65bd617371eaf6afbaa81a299,男,广东,<p>我马上去下载可以了吧[飙泪笑]</p>,2024-01-04 10:48:16,父级评论
猪猪侠,e262e6649f30eb7c102912e6d232c512,未知,广东,小红书光看擦边有什么意思，都直接找人发露点的好吧[捂脸],2024-01-04 11:40:52,父级评论
我的麦爹六连描边,09ef5cdd94eb3c815e293e2648c029e9,男,上海,<p>小红书推荐上海美食里面有小杨生煎。。</p>,2024-01-05 05:44:06,父级评论
图哈特,430de2fb50ba317bfce6af77b461f87a,未知,广东,你还别说，小杨生煎是上海本地在外地唯一能吃到不怎么变味的东西,2024-01-05 06:44:52,子级评论
野良,f78504a7cefa2ef730f3bf9edac4a59c,男,福建,我的评价是 不如淘宝[惊喜],2024-01-04 15:54:57,父级评论
耽于幻想,c63b4ebc9ebfdd3a7739b04e8c9e1425,男,浙江,<p>ootd是什么意思，施主</p>,2024-01-04 08:22:30,父级评论
学习好,09150ab21582b259b1d4b6ab0bc89c1d,未知,广东,<p>阿弥陀佛</p>,2024-01-05 04:03:04,父级评论
zyc780213,ba9851b607c478d7a327de11d0a7657b,男,福建,那个，无……那个无……[捂嘴][捂嘴],2024-01-04 08:44:51,父级评论
Conan,62dafc8d9563965a43e62e836abb99ab,男,河南,不如抖音,2024-01-04 04:59:17,父级评论
Blue,c073783c3533378ad95e31859984a191,男,江苏,我待会下载注册，你要是骗我，我饶不了你[飙泪笑],2024-01-04 20:17:34,父级评论
Giao,31d0ec6501572e7bcf2e5d1669919df7,未知,甘肃,<p>没意思，眼睛享受D受罪</p>,2024-01-04 07:32:13,父级评论
郝帅,50c2cf37eeeb661ef93a255635d9b381,男,江苏,<p>OOTD是啥</p>,2024-01-04 06:34:46,父级评论
时空罪恶,85d19b787134812a075b741535b547fe,男,四川,<p>OOTD是啥意思？</p>,2024-01-04 11:00:34,父级评论
啦啦啦,d000eb326bd10d14d8ca11138a7cb76a,男,浙江,<p>ootd，宝宝辅食[爱]</p>,2024-01-04 05:39:37,父级评论
wangming,fa123460232642aba324094846177294,男,上海,什么是ootd,2024-01-04 15:38:38,父级评论
过往已断,e7153e6ffdd4dcc9ebeb95736fc90c9a,未知,广东,<p>所以抖音关键字搜啥</p>,2024-01-04 08:50:39,父级评论
不忘初心,6189e02145ca4d2dd2fcb639a4d17523,男,广西,<p>下了小红书身体一天不如一天[大哭]</p>,2024-01-04 10:11:54,父级评论
江转转,eb5320e8eb0a369bc08dae13309428f0,未知,安徽,<p>OOTD是什么[发呆]</p>,2024-01-04 06:57:41,父级评论
LRLRLR,a3c9d50dad8b10c73b0e2d84d3af3f26,未知,四川,<p>意思就是今天的穿搭，每日穿搭这样子</p>,2024-01-04 07:33:18,子级评论
30天后可再次修改,a73b22e754704f6827d8f6776547c2f9,男,山东,<p>为啥要分享这个，获客？</p><p></p>,2024-01-04 10:18:10,子级评论
原来是CHA叉啊,ab7272fab475cd80b7db5eac91475798,男,四川,你是去看OO的吧,2024-01-04 09:12:16,父级评论
每天一个鸡蛋,689160c91981c56cb6c4682a9aa5a944,未知,山东,没看到过 遗憾,2024-01-04 04:38:10,父级评论
龙飞,1670b846e5dc5ac77a0d01543485178a,男,浙江,<p>[为难]刚搜了一下今日穿搭，怎么搜出来全是男的，菩萨在哪里？</p>,2024-01-04 04:15:27,父级评论
阿觉,bbfdbde63b27cbd111aeaf13c7b5020f,男,上海,搜宝宝辅食[大笑],2024-01-04 05:19:39,子级评论
我啊我啊,9d44a4a6099341eba0d5b3e9a2e7fbf1,未知,上海,为啥我搜出来都是食物啊[捂脸],2024-01-23 02:02:02,子级评论
净渊,13199a1ed83422f07cdaf05842d9c0fd,未知,北京,ood啥这是啥,2024-01-04 02:05:04,父级评论
逐鹿于秋,079b5561ab32650ecc5e29676d652cb9,男,福建,都是p图美颜勾,2024-01-04 05:06:49,父级评论
这小样,754fbe0b27e3c8c1e7a97ca7642c77b2,未知,河南,真的么？那得去下载个,2024-01-04 01:35:37,父级评论
心语,3349822b234245e26fc155081915f7ee,男,北京,<p>我也是这么想的，运气好还能碰到圣光菩萨</p>,2024-01-04 02:12:45,父级评论
